id,name,icon,day_times_limit,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unlock_conditions.conditions.arg,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unlock_conditions.conditions.arg,challenge_conditions.conditions.type,challenge_conditions.conditions.arg,challenge_conditions.conditions.arg,challenge_conditions.conditions.type,challenge_conditions.conditions.arg,challenge_conditions.conditions.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,first_great_events.events.type,first_great_events.events.arg,first_great_events.events.arg,first_great_events.events.type,first_great_events.events.arg,first_great_events.events.arg,battle_pttid,battle_drop_pttid,show_win_conditions,plot_pttid,huanzhuang_pttid,desc,sweep_conditions.conditions.type,sweep_conditions.conditions.arg
404,第十关,icon/touxiang/touxiang_shiwei,10,PASS_ADVENTURE,403,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,270,134,1,,,,,
405,第十一关,icon/touxiang/touxiang_shiwei,,PASS_ADVENTURE,404,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440,,,,
406,第十二关,icon/touxiang/touxiang_baizhi,,PASS_ADVENTURE,405,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_ITEM,50006,8,ADD_ITEM,5010,3,,,,,28,脉脉眼中波，盈盈花盛处。,,
407,第一关,icon/touxiang/touxiang_tuobadi,,PASS_ADVENTURE,406,,LEVEL_GE,98,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510,,,,
408,第二关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,407,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,271,35,1,,,,,
409,第三关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,408,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,272,35,1,,,,,
410,第四关,icon/touxiang/touxiang_nvqiangbin,99,PASS_ADVENTURE,409,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,273,35,1,,,,,
411,第五关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,410,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,274,35,1,,,,,
412,第六关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,411,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,275,35,1,,,,,
413,第七关,icon/touxiang/touxiang_nvqiangbin,99,PASS_ADVENTURE,412,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,276,35,1,,,,,
414,第八关,icon/touxiang/touxiang_dunbing,99,PASS_ADVENTURE,413,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,33,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,277,35,1,,,,,
415,第九关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,414,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,278,35,1,,,,,
416,第十关,icon/touxiang/touxiang_nvqiangbin,99,PASS_ADVENTURE,415,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,41,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,279,35,1,,,,,
417,第十一关,icon/touxiang/touxiang_tuobadi,10,PASS_ADVENTURE,416,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,280,135,1,,,,,
418,第十二关,icon/touxiang/touxiang_baizhi,,PASS_ADVENTURE,417,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_ITEM,50010,8,ADD_ITEM,5010,3,,,,,29,笑颜如花绽，玉音婉转流。,,
419,第一关,icon/touxiang/touxiang_shibin,,PASS_ADVENTURE,418,,LEVEL_GE,100,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3560,,,,
420,第二关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,419,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,281,36,1,,,,,
421,第三关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,420,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,282,36,1,,,,,
422,第四关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,421,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,283,36,1,,,,,
423,第五关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,422,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,284,36,1,,,,,
424,第六关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,423,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,285,36,1,,,,,
425,第七关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,424,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,286,36,1,,,,,
426,第八关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,425,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,34,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,287,36,1,,,,,
427,第九关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,426,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,38,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,288,36,1,,,,,
428,第十关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,427,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,42,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,289,36,1,,,,,
429,第十一关,icon/touxiang/touxiang_shibin,10,PASS_ADVENTURE,428,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,290,136,1,,,,,
430,第十二关,icon/touxiang/touxiang_shibin,,PASS_ADVENTURE,429,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3580,,,,
431,第一关,icon/touxiang/touxiang_shibin,,PASS_ADVENTURE,430,,LEVEL_GE,103,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3610,,,,
432,第二关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,431,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,291,37,1,,,,,
433,第三关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,432,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,292,37,1,,,,,
434,第四关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,433,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,293,37,1,,,,,
435,第五关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,434,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,294,37,1,,,,,
436,第六关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,435,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,295,37,1,,,,,
437,第七关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,436,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,296,37,1,,,,,
438,第八关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,437,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,34,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,297,37,1,,,,,
439,第九关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,438,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,38,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,298,37,1,,,,,
440,第十关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,439,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,42,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,299,37,1,,,,,
441,第十一关,icon/touxiang/touxiang_shibin,10,PASS_ADVENTURE,440,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,300,137,1,,,,,
442,第十二关,icon/touxiang/touxiang_shibin,,PASS_ADVENTURE,441,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3630,,,,
443,第一关,icon/touxiang/touxiang_baizhi,,PASS_ADVENTURE,442,,LEVEL_GE,105,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_ITEM,50014,8,ADD_ITEM,5010,3,,,,,30,含辞未吐，气若幽兰。华容婀娜，令我忘餐。,,
444,第二关,icon/touxiang/touxiang_qiangbing,,PASS_ADVENTURE,443,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3680,,,,
445,第三关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,444,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,301,38,1,,,,,
446,第四关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,445,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,302,38,1,,,,,
447,第五关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,446,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,303,38,1,,,,,
448,第六关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,447,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,304,38,1,,,,,
449,第七关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,448,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,305,38,1,,,,,
450,第八关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,449,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,34,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,306,38,1,,,,,
451,第九关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,450,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,38,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,307,38,1,,,,,
452,第十关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,451,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,42,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,308,38,1,,,,,
453,第十一关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,452,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,309,38,1,,,,,
454,第十二关,icon/touxiang/touxiang_qiangbing,10,PASS_ADVENTURE,453,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,5004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,310,138,1,,,,,
455,第一关,icon/touxiang/touxiang_shibin,,PASS_ADVENTURE,454,,LEVEL_GE,108,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3710,,,,
456,第二关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,455,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,311,39,1,,,,,
457,第三关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,456,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,312,39,1,,,,,
458,第四关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,457,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,313,39,1,,,,,
459,第五关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,458,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,314,39,1,,,,,
460,第六关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,459,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,315,39,1,,,,,
461,第七关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,460,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,316,39,1,,,,,
462,第八关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,461,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,34,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,317,39,1,,,,,
463,第九关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,462,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,38,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,318,39,1,,,,,
464,第十关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,463,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,42,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,319,39,1,,,,,
465,第十一关,icon/touxiang/touxiang_shibin,10,PASS_ADVENTURE,464,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,320,139,1,,,,,
466,第十二关,icon/touxiang/touxiang_qiangbing,,PASS_ADVENTURE,465,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720,,,,
467,第一关,icon/touxiang/touxiang_shibin,,PASS_ADVENTURE,466,,LEVEL_GE,110,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_ITEM,50007,3,ADD_ITEM,5010,3,,,,,31,宝髻松松挽就，铅华淡淡妆成。,,
468,第二关,icon/touxiang/touxiang_shibin,,PASS_ADVENTURE,467,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3770,,,,
