id,delay,content,responses.content,responses.next_messages,responses.content,responses.next_messages,responses.content,responses.next_messages
1959,1.5,那个明明是我胡诌的，怎么会真的见到？,可我总觉得不太对劲，回想起来那虿鬼很是眼熟。,1960,的确是见到了，可那鬼并没有想象中的可怕。,1970,我与常茹都没出事，见到的那个未必是什么鬼怪。,1980
1960,1.5,眼熟？？二哥跟鬼怪还交往颇深不成？,你是不是有什么事情瞒着我？,1961,那鬼不会就是你吧？,1964,说什么呢？晦气死了。,1967
1961,1.5,那我老实说了二哥可不要怪我，其是那日的虿鬼是我假扮的。,我就猜到是你了。,1962,你为什么要这么做？,1963,,
1962,1.5,二哥别生气，我只是想给她一点儿教训罢了。我想常茹往后应该再也不敢了。,,,,,,
1963,1.5,我只是想给她一点儿教训罢了，常茹往后应该再也不敢欺负二哥了。,,,,,,
1964,1.5,二哥真是好眼力，我都打扮成那样了也看得出？,我就猜到是你了。,1965,你为什么要这么做？,1966,,
1965,1.5,二哥别生气，我只是想给她一点儿教训罢了。我想常茹往后应该再也不敢了。,,,,,,
1966,1.5,我只是想给她一点儿教训罢了，常茹往后应该再也不敢欺负二哥了。,,,,,,
1967,1.5,二哥这是说我晦气呢？,那人难道是你？,1968,你这话什么意思？,1969,,
1968,1.5,二哥别生气，我只是想给她一点儿教训罢了。我想常茹往后应该再也不敢了。,,,,,,
1969,1.5,……其实那日的虿鬼是我假扮的。不过是只是想给常茹一些教训，二哥可不要怪我。,,,,,,
1970,1.5,看来二哥跟这恶鬼很是熟悉啊。,你是不是有什么事情瞒着我？,1971,那鬼不会就是你吧？,1974,说什么呢？晦气死了。,1977
1971,1.5,那我老实说了二哥可不要怪我，其是那日的虿鬼是我假扮的。,我就猜到是你了。,1972,你为什么要这么做？,1973,,
1972,1.5,二哥别生气，我只是想给她一点儿教训罢了。我想常茹往后应该再也不敢了。,,,,,,
1973,1.5,我只是想给她一点儿教训罢了，常茹往后应该再也不敢欺负二哥了。,,,,,,
1974,1.5,二哥真是好眼力，我都打扮成那样了也看得出？,我就猜到是你了。,1975,你为什么要这么做？,1976,,
1975,1.5,二哥别生气，我只是想给她一点儿教训罢了。我想常茹往后应该再也不敢了。,,,,,,
1976,1.5,我只是想给她一点儿教训罢了，常茹往后应该再也不敢欺负二哥了。,,,,,,
1977,1.5,二哥这是说我晦气呢？,那人难道是你？,1978,你这话什么意思？,1979,,
1978,1.5,二哥别生气，我只是想给她一点儿教训罢了。我想常茹往后应该再也不敢了。,,,,,,
1979,1.5,……其实那日的虿鬼是我假扮的。不过是只是想给常茹一些教训，二哥可不要怪我。,,,,,,
1980,1.5,那二哥觉得是什么，难道是二哥认识的人？,你是不是有什么事情瞒着我？,1981,那鬼不会就是你吧？,1984,说什么呢？晦气死了。,1987
1981,1.5,那我老实说了二哥可不要怪我，其是那日的虿鬼是我假扮的。,我就猜到是你了。,1982,你为什么要这么做？,1983,,
1982,1.5,二哥别生气，我只是想给她一点儿教训罢了。我想常茹往后应该再也不敢了。,,,,,,
1983,1.5,我只是想给她一点儿教训罢了，常茹往后应该再也不敢欺负二哥了。,,,,,,
1984,1.5,二哥真是好眼力，我都打扮成那样了也看得出？,我就猜到是你了。,1985,你为什么要这么做？,1986,,
1985,1.5,二哥别生气，我只是想给她一点儿教训罢了。我想常茹往后应该再也不敢了。,,,,,,
1986,1.5,我只是想给她一点儿教训罢了，常茹往后应该再也不敢欺负二哥了。,,,,,,
1987,1.5,二哥这是说我晦气呢？,那人难道是你？,1988,你这话什么意思？,1989,,
1988,1.5,二哥别生气，我只是想给她一点儿教训罢了。我想常茹往后应该再也不敢了。,,,,,,
1989,1.5,……其实那日的虿鬼是我假扮的。不过是只是想给常茹一些教训，二哥可不要怪我。,,,,,,
1990,1.5,听说二姐今晚去看常茹了，她情况怎样？,你这小子还好意思问？#被你吓的高烧好几天了，现在还疑神疑鬼的。,1991,总算是退烧了，这次可被人吓得不轻。,2022,这件事也是她咎由自取，怪不的别人。,2053
1991,1.5,那也只能说是她咎由自取，可怪不得我。,下次可不能这样了，你做事总是太孩子气。,1992,可总归是你吓到她了，万一出了事我们谁都担不起。,2002,算了，我也知道你是为了我好。,2012
1992,1.5,你永远就只记得我孩子气的事情，其余的都不记得。,怎么不记得，要是不你替我说话，父亲肯定也是不肯放过我的。,1993,那你往后做事就不要这般任性了。,1996,你是嫌二姐没有关心你了吗？,1999
1993,1.5,我以为二姐根本不在意呢。,我知道你在用你的方式护着我。,1994,我李府上下，最在意的人就是你啊。,1995,,
1994,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
1995,1.5,我最在意的人，也是你。,,,,,,
1996,1.5,二姐还是觉得我做错了吗？,我知道你在用你的方式护着我。,1997,我是怕你出事，毕竟李府上下，我最在意的人就是你啊。,1998,,
1997,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
1998,1.5,我最在意的人，也是你。,,,,,,
1999,1.5,我以为二姐根本不在意呢。,我知道你在用你的方式护着我。,2000,我李府上下，最在意的人就是你啊。,2001,,
2000,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2001,1.5,我最在意的人，也是你。,,,,,,
2002,1.5,你就只记得我做错事的时候，其余的全都抛在脑后了。,怎么不记得，要是不你替我说话，父亲肯定也是不肯放过我的。,2003,那你往后做事就不要这般任性了。,2006,你是嫌二姐没有关心你了吗？,2009
2003,1.5,我以为二姐根本不在意呢。,我知道你在用你的方式护着我。,2004,我李府上下，最在意的人就是你啊。,2005,,
2004,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2005,1.5,我最在意的人，也是你。,,,,,,
2006,1.5,二姐还是觉得我做错了吗？,我知道你在用你的方式护着我。,2007,我是怕你出事，毕竟李府上下，我最在意的人就是你啊。,2008,,
2007,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2008,1.5,我最在意的人，也是你。,,,,,,
2009,1.5,我以为二姐根本不在意呢。,我知道你在用你的方式护着我。,2010,我李府上下，最在意的人就是你啊。,2011,,
2010,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2011,1.5,我最在意的人，也是你。,,,,,,
2012,1.5,我到李府以来头一次这么生气，他们真的是欺人太甚。,我都还没这么生气呢，你怎么比我还气？,2013,哎，谁让我出身低微呢，只能任人捏扁搓圆的。,2016,可你往后做事也不要太任性了。,2019
2013,1.5,二姐，我希望你能把自己当成你最在意的人。,我知道你在用你的方式护着我。,2014,可是李府上下，最在意的人就是你啊。,2015,,
2014,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2015,1.5,我最在意的人，也是你。,,,,,,
2016,1.5,但越是让步他们就越是步步紧逼。,我知道你在用你的方式护着我。,2017,你说得对，往后我会更强硬一些。,2018,,
2017,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2018,1.5,其实二姐越是坚强，反而越让我心疼了。,,,,,,
2019,1.5,二姐还是觉得我做错了吗？,我知道你在用你的方式护着我。,2020,我是怕你出事，毕竟李府上下，我最在意的人就是你啊。,2021,,
2020,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2021,1.5,我最在意的人，也是你。,,,,,,
2022,1.5,估计是她私底下亏心事做太多了。,下次可不能这样了，你做事总是太孩子气。,2023,可总归是你吓到她了，万一出了事我们谁都担不起。,2033,算了，我也知道你是为了我好。,2043
2023,1.5,你永远就只记得我孩子气的事情，其余的都不记得。,怎么不记得，要是不你替我说话，父亲肯定也是不肯放过我的。,2024,那你往后做事就不要这般任性了。,2027,你是嫌二姐没有关心你了吗？,2030
2024,1.5,我以为二姐根本不在意呢。,我知道你在用你的方式护着我。,2025,我李府上下，最在意的人就是你啊。,2026,,
2025,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2026,1.5,我最在意的人，也是你。,,,,,,
2027,1.5,二姐还是觉得我做错了吗？,我知道你在用你的方式护着我。,2028,我是怕你出事，毕竟李府上下，我最在意的人就是你啊。,2029,,
2028,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2029,1.5,我最在意的人，也是你。,,,,,,
2030,1.5,我以为二姐根本不在意呢。,我知道你在用你的方式护着我。,2031,我李府上下，最在意的人就是你啊。,2032,,
2031,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2032,1.5,我最在意的人，也是你。,,,,,,
2033,1.5,你就只记得我做错事的时候，其余的全都抛在脑后了。,怎么不记得，要是不你替我说话，父亲肯定也是不肯放过我的。,2034,那你往后做事就不要这般任性了。,2037,你是嫌二姐没有关心你了吗？,2040
2034,1.5,我以为二姐根本不在意呢。,我知道你在用你的方式护着我。,2035,我李府上下，最在意的人就是你啊。,2036,,
2035,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2036,1.5,我最在意的人，也是你。,,,,,,
2037,1.5,二姐还是觉得我做错了吗？,我知道你在用你的方式护着我。,2038,我是怕你出事，毕竟李府上下，我最在意的人就是你啊。,2039,,
2038,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2039,1.5,我最在意的人，也是你。,,,,,,
2040,1.5,我以为二姐根本不在意呢。,我知道你在用你的方式护着我。,2041,我李府上下，最在意的人就是你啊。,2042,,
2041,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2042,1.5,我最在意的人，也是你。,,,,,,
2043,1.5,我到李府以来头一次这么生气，他们真的是欺人太甚。,我都还没这么生气呢，你怎么比我还气？,2044,哎，谁让我出身低微呢，只能任人捏扁搓圆的。,2047,可你往后做事也不要太任性了。,2050
2044,1.5,二姐，我希望你能把自己当成你最在意的人。,我知道你在用你的方式护着我。,2045,可是李府上下，最在意的人就是你啊。,2046,,
2045,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2046,1.5,我最在意的人，也是你。,,,,,,
2047,1.5,但越是让步他们就越是步步紧逼。,我知道你在用你的方式护着我。,2048,你说得对，往后我会更强硬一些。,2049,,
2048,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2049,1.5,其实二姐越是坚强，反而越让我心疼了。,,,,,,
2050,1.5,二姐还是觉得我做错了吗？,我知道你在用你的方式护着我。,2051,我是怕你出事，毕竟李府上下，我最在意的人就是你啊。,2052,,
2051,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2052,1.5,我最在意的人，也是你。,,,,,,
2053,1.5,估计是她私底下亏心事做太多了。真想不到她居然会妄图陷害于你。,不过下次可不能这样了，你做事总是太孩子气。,2054,可总归是你吓到她了，万一出了事我们谁都担不起。,2064,算了，我也知道你是为了我好。,2074
2054,1.5,你永远就只记得我孩子气的事情，其余的都不记得。,怎么不记得，要是不你替我说话，父亲肯定也是不肯放过我的。,2055,那你往后做事就不要这般任性了。,2058,你是嫌二姐没有关心你了吗？,2061
2055,1.5,我以为二姐根本不在意呢。,我知道你在用你的方式护着我。,2056,我李府上下，最在意的人就是你啊。,2057,,
2056,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2057,1.5,我最在意的人，也是你。,,,,,,
2058,1.5,二姐还是觉得我做错了吗？,我知道你在用你的方式护着我。,2059,我是怕你出事，毕竟李府上下，我最在意的人就是你啊。,2060,,
2059,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2060,1.5,我最在意的人，也是你。,,,,,,
2061,1.5,我以为二姐根本不在意呢。,我知道你在用你的方式护着我。,2062,我李府上下，最在意的人就是你啊。,2063,,
2062,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2063,1.5,我最在意的人，也是你。,,,,,,
2064,1.5,你就只记得我做错事的时候，其余的全都抛在脑后了。,怎么不记得，要是不你替我说话，父亲肯定也是不肯放过我的。,2065,那你往后做事就不要这般任性了。,2068,你是嫌二姐没有关心你了吗？,2071
2065,1.5,我以为二姐根本不在意呢。,我知道你在用你的方式护着我。,2066,我李府上下，最在意的人就是你啊。,2067,,
2066,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2067,1.5,我最在意的人，也是你。,,,,,,
2068,1.5,二姐还是觉得我做错了吗？,我知道你在用你的方式护着我。,2069,我是怕你出事，毕竟李府上下，我最在意的人就是你啊。,2070,,
2069,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2070,1.5,我最在意的人，也是你。,,,,,,
2071,1.5,我以为二姐根本不在意呢。,我知道你在用你的方式护着我。,2072,我李府上下，最在意的人就是你啊。,2073,,
2072,1.5,只要能帮到你的事情，我从来不关心对错的。,,,,,,
2073,1.5,我最在意的人，也是你。,,,,,,
2074,1.5,我到李府以来头一次这么生气，他们真的是欺人太甚。,我都还没这么生气呢，你怎么比我还气？,2075,哎，谁让我出身低微呢，只能任人捏扁搓圆的。,2078,可你往后做事也不要太任性了。,2081
